loan_word,original_word,loan_word_ipas,original_word_ipas
दरख़ास्त,درخواست,"['/d̪əɾ.kʰɑːst̪/', '/d̪əɾ.xɑːst̪/']","['/daɾxʷɑːst/', '/daɾxɒːst/', '/dæɾxɒːst/', '/daɾxɔːst/']"
दरख़्त,درخت,"['/d̪ə.ɾəkʰt̪/', '/d̪ə.ɾəxt̪/']","['/dæˈɾæxt/', '/d̪ə.ɾəxt̪/']"
दरगाह,درگاه,['/d̪əɾ.ɡɑːɦ/'],"['/dæɾˈɡɒːh/', '/dæɾˈɡɒːh/']"
दरबार,دربار,"['/d̪əɾ.bɑːɾ/', '/d̪əɾ.baɾ/']","['/daɾbɑːɾ/', '/daɾbɒːɾ/', '/dæɾbɒːɾ/', '/daɾbɔːɾ/']"
दरमियान,در میان,['/d̪əɾ.mɪ.jɑːn/'],"['/dar/', '/daɾ/', '/daɾ/', '/dæɾ/', '/daɾ/', '/dæɾ/', '/deɾ/', '/dor/']"
दरवाज़ा,دروازه,"['/d̪əɾ.ʋɑː.d͡ʒɑː/', '/d̪əɾ.ʋɑː.zɑː/']",[]
दरवान,دروان,[],[]
दरवेश,درویش,['/d̪əɾ.ʋeːʃ/'],"['/daɾweːʃ/', '/daɾweːʃ/', '/dæɾviːʃ/', '/daɾveʃ/']"
दराज़,دراز,"['/d̪ə.ɾɑːd͡ʒ/', '/d̪ə.ɾɑːz/']","['/daɾɑːz/', '/daɾɒːz/', '/dæɾɒːz/', '/deɾɒːz/', '/daɾɔːz/']"
दरिंदा,درنده,['/d̪ə.ɾɪn.d̪ɑː/'],"['/daɾanda/', '/daɾanda/', '/dæɾænde/', '/daɾanda/']"
दरोग़,دروغ,[],"['/d̪roɣ/', '/d̪ʊrwɑɣ/', '/duɾoːɣ/', '/dʊɾoːɣ/', '/doɾuːɢ/', '/duɾɵːɣ/']"
दरोग़ा,داروغه,"['/d̪ə.ɾoː.ɡɑː/', '/d̪ə.ɾoː.ɣɑː/']",[]
दर्ज,درج,['/d̪əɾd͡ʒ/'],"['/ˈdarad͡ʒ/', '/ˈdurd͡ʒ/']"
दर्ज़ी,درزی,"['/d̪əɾ.d͡ʒiː/', '/d̪əɾ.ziː/']",['/dæɾˈziː/']
दर्जा,درجه,['/d̪əɾ.d͡ʒɑː/'],"['/daɾad͡ʒa/', '/daɾad͡ʒa/', '/dæɾæd͡ʒe/', '/daɾad͡ʒa/']"
दर्द,درد,['/d̪əɾd̪/'],"['/daɾd/', '/daɾd/', '/dæɾd/', '/daɾd/', '/duɾd/', '/dʊɾd/', '/doɾd/', '/duɾd/']"
दर्या,دریا,['/d̪əɾ.ja/'],"['/daɾjɑː/', '/daɾjɒː/', '/dæɾjɒː/', '/daɾjɔː/']"
दर्याई,دریائی,[],[]
दर्रा,دره,[],[]
दलील,دلیل,['/d̪ə.liːl/'],"['/daliːl/', '/daliːl/', '/dæliːl/', '/dalil/']"
दस्तख़त,دستخط,[],[]
दस्ता,دسته,[],[]
दस्तावेज़,دستاویز,[],"['/dastɑːweːz/', '/dastɒːweːz/', '/dæstɒːviːz/', '/dastɔːvez/']"
दहन,دهن,"['/d̪ə.ɦən/', '/dɐ.ɦɐ.nɐ/', '/ˈd̪ɐ.ɦɐ.n̪ɐ/']",[]
दहलीज़,دهلیز,"['/d̪əɦ.liːd͡ʒ/', '/d̪əɦ.liːz/']",[]
दहेज़,جهیز,"['/d̪ə.ɦeːd͡ʒ/', '/d̪ə.ɦeːz/']",[]
दाख़िल,داخل,"['/d̪ɑː.kʰɪl/', '/d̪ɑː.xɪl/']","['/daː.xa.la/', '/daː.xil/', '/daː.xi.la/', '/dɑːxil(i)/', '/dɒːxɪl(ɪ)/', '/dɒːxel(e)/', '/dɔːxil(i)/']"
दाग़,داغ,"['/d̪ɑːɡ/', '/d̪ɑːɣ/']","['/dɒːɣ/', '/d̪ɑːɣ/']"
-दान,دانستن,['/d̪ɑːn/'],"['/dɑːnistan/', '/dɒːnɪstan/', '/dɒːnestæn/', '/duːnestæn/', '/dɔːnistan/']"
दामन,دامن,['/d̪ɑː.mən/'],[]
दामाद,داماد,['/d̪ɑː.mɑːd̪/'],"['/dɑːmɑːd/', '/dɒːmɒːd/', '/dɒːmɒːd/', '/duːmɒːd/', '/dɔːmɔːd/']"
-दार,ـدار,[],"['/daːr/', '/daːr/', '/daːr/', '/daːr/', '/daːr/']"
दारचीनी,دارچین,['/d̪ɑːɾ.t͡ʃiː.niː/'],[]
दारू,دارو,['/d̪ɑː.ɾuː/'],"['/dɑˈru/', '/dɒːˈɾuː/']"
दावा,دعوی,['/d̪ɑː.ʋɑː/'],[]
दास्तान,داستان,['/d̪ɑːs.t̪ɑːn/'],"['/dɑːstɑːn/', '/dɒːstɒːn/', '/dɒːstɒːn/', '/dɔːstɔːn/', '/d̪ɑːs.t̪ɑːn/', '/d̪ɑːs.t̪ɑ̃ː/']"
दिक़्क़त,دقت,"['/d̪ɪk.kət̪/', '/d̪ɪq.qət̪/']","['/duqt/', '/diqqat/', '/dɪqqat/', '/deɢɢæt/', '/diqqat/']"
दिरम,درهم,['/d̪ɪ.ɾəm/'],[]
दिलचस्प,دلچسپ,['/d̪ɪl.t͡ʃəsp/'],['/d̪ɪl.t͡ʃəsp/']
दिलबर,دلبر,['/d̪ɪl.bəɾ/'],[]
दिलरुबा,دلربا,['/d̪ɪl.ɾʊ.bɑː/'],['/d̪ɪl.ɾʊ.bɑː/']
दिलासा,دل‌آسا,['/d̪ɪ.lɑː.sɑː/'],[]
दिलेरी,دلیری,['/d̪ɪ.leː.ɾiː/'],[]
दीदार,دیدار,['/d̪iː.d̪ɑːɾ/'],[]
दीवान,دیوان,['/d̪iː.ʋɑːn/'],"['/deːwɑːn/', '/deːwɒːn/', '/diːvɒːn/', '/devɔːn/']"
दीवानगी,دیوانگی,['/d̪iː.ʋɑːn.ɡiː/'],[]
दीवार,دیوار,['/d̪iː.ʋɑːɾ/'],[]
दुकान,دکان,['/d̪ʊ.kɑːn/'],[]
दुख़्तर,دختر,"['/d̪ʊkʰ.t̪əɾ/', '/d̪ʊx.t̪əɾ/']","['/duxtaɾ/', '/dʊxtaɾ/', '/doxtæɾ/', '/duxtaɾ/', '/doxˈtʰeɾ/', '/doxˈdeɾ/']"
दुम,دم,[],"['/dam.ma/', '/damm/', '/dam/', '/dimm/', '/dum/', '/damː/', '/dum/', '/dʊm/', '/dom/', '/dum/', '/dam/', '/dam/', '/dæm/', '/dam/', '/dam/', '/dam/', '/dæm/', '/dam/']"
दुरुस्त,درست,"['/d̪ʊ.ɾʊst̪/', '/d̪u.ɾus.t̪ə/']","['/duɾust/', '/dʊɾʊst/', '/doɾost/', '/doɾos~doɾost/', '/dɾost/', '/duɾust/']"
दुश्मन,دشمن,['/d̪ʊʃ.mən/'],['/d̪ʊʃ.mən/']
दुश्मनी,دشمنی,[],[]
दुश्वार,دشوار,['/d̪ʊʃ.ʋɑːɾ/'],"['/duʃwɑːɾ/', '/dʊʃwɒːɾ/', '/doʃvɒːɾ/', '/duʃvɔːɾ/']"
दूरबीन,بین,['/d̪uːɾ.biːn/'],"['/bajn/', '/bajn/', '/bejn/', '/bajn/', '/beːn/', '/beːn/', '/biːn/', '/ben/']"
देर,دیر,['/d̪eːɾ/'],"['/deːɾ/', '/deːɾ/', '/diːɾ/', '/deɾ/', '/dajɾ/', '/dajɾ/', '/dejɾ/', '/dajɾ/']"
देव,دیو,"['/d̪eːʋ/', '/dɐj.ʋɐ́/', '/ˈd̪eː.ʋɐ/']","['/deːw/', '/deːw/', '/diːv/', '/dev/']"
देह,ده,"['/dɐj.ɦɐ/', '/ˈd̪eː.ɦɐ/']","['/dæ/', '/dah/', '/dah/', '/dæh/', '/dah/', '/dih/', '/dɪh/', '/deh/', '/deh/', '/dih./', '/dɪh./', '/deh./', '/dih./']"
दोआब,دو آب,['/d̪oː.ɑːb/'],[]
दोस्त,دوست,['/d̪oːst̪/'],"['/doːst/', '/doːst/', '/duːst/', '/dɵːst/', '/dos/']"
दोस्ताना,دوستانه,['/d̪oːs.t̪ɑː.nɑː/'],[]
दोस्ती,دوستی,[],[]
दौर,دور,['/d̪ɔːɾ/'],"['/duːɾ/', '/duːɾ/', '/duːɾ/', '/duɾ/', '/dawɾ/', '/dawɾ/', '/dowɾ/', '/davɾ/', '/daw.war/', '/duːr/', '/doːr/']"
दौलतमंद,دولتمند,['/d̪ɔː.lət̪.mənd̪/'],[]
नक़ल,نقل,"['/nə.kəl/', '/nə.qəl/']","['/nqal/', '/na.ʔal/', '/na.ɡal/']"
नक़ली,نقلی,"['/nək.liː/', '/nəq.liː/']",['/nəq.liː/']
नक़ाब,نقاب,"['/nə.kɑːb/', '/nə.qɑːb/']","['/ni.qaːb/', '/niqɑːb/', '/nɪqɒːb/', '/neɢɒːb/', '/niqɔːb/', '/nɪ.qɑːb/', '/nə.qɑːb/']"
नक़ाबपोश,نقاب,"['/nə.kɑːb.poːʃ/', '/nə.qɑːb.poːʃ/']","['/ni.qaːb/', '/niqɑːb/', '/nɪqɒːb/', '/neɢɒːb/', '/niqɔːb/', '/nɪ.qɑːb/', '/nə.qɑːb/']"
नक़्क़ाशी,نقاشی,"['/nək.kɑː.ʃiː/', '/nəq.qɑː.ʃiː/']","['/naqqɑːʃiː/', '/naqqɒːʃiː/', '/næɢɢɒːʃiː/', '/naqqɔːʃiː/']"
नक़्शा,نقشه,"['/nək.ʃɑː/', '/nəq.ʃɑː/']","['/naqʃa/', '/naqʃa/', '/næɢʃe/', '/naqʃa/']"
नग़मा,نغمه,"['/nəɡ.mɑː/', '/nəɣ.mɑː/']","['/naɣma/', '/naɣma/', '/næɢme/', '/naɣma/']"
नज़र,نظر,"['/nə.d͡ʒəɾ/', '/nə.zəɾ/']","['/na.ðˤa.ra/', '/naðˤ.ðˤa.ra/', '/na.ðˤar/', '/niðˤr/', '/nazaɾ/', '/nazaɾ/', '/næzæɾ/', '/nazaɾ/', '/nə.zəɾ/']"
नज़रिया,نظریه,"['/nə.d͡ʒə.ɾɪ.jɑː/', '/nə.zə.ɾɪ.jɑː/']",[]
नजूमी,نجمی,['/nə.d͡ʒuː.miː/'],[]
नज्द,نجد,['/nəd͡ʒd̪/'],[]
नतीजा,نتیجه,['/nə.t̪iː.d͡ʒɑː/'],"['/natiːd͡ʒa/', '/natiːd͡ʒa/', '/nætiːd͡ʒe/', '/natid͡ʒa/']"
नदारद,نه دارد,['/nə.d̪ɑː.ɾəd̪/'],"['/nə/', '/nuh/', '/nʊh/', '/noh/', '/nɵːh/', '/noh/']"
नफ़रत,نفرت,"['/nəpʰ.ɾət̪/', '/nəf.ɾət̪/']","['/nafɾat/', '/nafɾat/', '/næfɾæt/', '/nafɾat/']"
नम,نم,[],"['/nam/', '/namm/']"
नमक,نمک,['/nə.mək/'],"['/næmæk/', '/nmæk/', '/næmek/', '/nemek/']"
नमकीन,نمکین,[],"['/namakiːn/', '/namakiːn/', '/næmækiːn/', '/namakin/', '/nəm.kiːn/']"
नमाज़,نماز,"['/nə.mɑːd͡ʒ/', '/nə.mɑːz/']","['/namɑːz/', '/namɒːz/', '/næmɒːz/', '/namɔːz/', '/nə.mɑːz/']"
नमी,نمی,['/nə.miː/'],[]
नमूना,نمونه,['/nə.muː.nɑː/'],"['/namuːna~numuːna~nimuːna/', '/namuːna~nʊmuːna~nɪmuːna/', '/næmuːne~nomuːne~nemuːne/', '/namuna~numuna~nimuna/']"
नर,نر,"['/nəɾ/', '/nɐ́.ɾɐ/', '/ˈn̪ɐ.ɾɐ/']","['/næɾ/', '/nəɾ/']"
नरगिस,نرگس,['/nəɾ.ɡɪs/'],[]
नरम,نرم,['/nə.ɾəm/'],[]
नवाज़,نواز,"['/nə.ʋɑːd͡ʒ/', '/nə.ʋɑːz/']",[]
नवीद,نوید,[],[]
नशा,نشئه,['/nə.ʃɑː/'],[]
नसीहत,نصیحت,['/nə.siː.ɦət̪/'],"['/nasiːhat/', '/nasiːhat/', '/næsiːhæt/', '/nasihat/']"
नस्तालीक़,نستعلیق,"['/nəs.t̪ɑː.liːk/', '/nəs.t̪ɑː.liːq/']","['/nastaʔliːq/', '/nastaʔliːq/', '/næstæʔliːɢ/', '/nastaʔliq/', '/nəs.t̪ɑː.liːq/']"
नस्ल,نسل,['/nəs.lᵊ/'],['/nəsl/']
ना-,نا,['/nɑː/'],"['/nɑ/', '/nɑː/']"
नाइनसाफ़ी,نا‌انصافی,"['/nɑː.ɪn.sɑː.pʰiː/', '/nɑː.ɪn.sɑː.fiː/']",[]
नाख़ून,ناخن,"['/nɑː.kʰuːn/', '/nɑː.xuːn/']","['/nɑːxun/', '/nɒːxʊn/', '/nɒːxon/', '/nɔːxun/']"
नाज़,ناز,"['/nɑːd͡ʒ/', '/nɑːz/']",['/nɒːz/']
नाज़ुक,نازک,[],"['/nɑːzuk/', '/nɒːzʊk/', '/nɒːzok/', '/nɔːzuk/']"
नाज़ुकी,نازکی,"['/nɑː.d͡ʒʊ.kiː/', '/nɑː.zʊ.kiː/']",[]
नादान,نادان,['/nɑː.d̪ɑːn/'],"['/nɑːdɑːn/', '/nɒːdɒːn/', '/nɒːdɒːn/', '/nɔːdɔːn/', '/nɑː.d̪ɑːn/']"
नादानी,نادانی,['/nɑː.d̪ɑː.niː/'],[]
नादिरशाही,نادر شاه,['/nɑː.d̪ɪɾ.ʃɑː.ɦiː/'],[]
नादिरी,نادر,['/nɑː.d̪ɪ.ɾiː/'],[]
नान,نان,['/nɑːn/'],"['/nɑːn/', '/nɒːn/', '/nɒːn/', '/nɔːn/']"
नाफ़,ناف,"['/nɑːpʰ/', '/nɑːf/']","['/nɑːf/', '/nɒːf/', '/nɒːf/', '/nɔːf/']"
नामी-गिरामी,گرامی,['/nɑː.miː.ɡɪ.ɾɑː.miː/'],[]
नामो-निशान,نام و نیشان,['/nɑː.moː.nɪ.ʃɑːn/'],[]
नायाब,نایاب,['/nɑː.jɑːb/'],[]
नारा,نعره,['/nɑː.ɾɑː/'],[]
नाश्ता,ناشتا,['/nɑːʃ.t̪ɑː/'],[]
निकाह,نکاح,['/nɪ.kɑːɦ/'],"['/nikɑːh/', '/nɪkɒːh/', '/nekɒːh/', '/nikɔːh/', '/nɪ.kɑːɦ/']"
निगरानी,نگرانی,['/nɪɡ.ɾɑː.niː/'],['/nɪɡ.ɾɑː.niː/']
निगाह,نگه,['/nɪ.ɡɑːɦ/'],[]
निवाला,نواله,['/nɪ.ʋɑː.lɑː/'],[]
निशान,نشان,['/nɪ.ʃɑːn/'],"['/niʃɑːn/', '/nɪʃɒːn/', '/neʃɒːn/', '/niʃɔːn/']"
निसार,نثار,['/nɪ.sɑːɾ/'],[]
नुमाइंदगी,نمایندگی,['/nʊ.mɑː.ɪ̃.d̪ə.ɡiː/'],[]
नुमाइंदा,نماینده,['/nʊ.mɑː.ɪn.d̪ɑː/'],['/næmɒːjænˈde/']
नुमाइश,نمایش,['/nʊ.mɑː.ɪʃ/'],"['/namɑːjiʃ/', '/namɒːjɪʃ/', '/næmɒːjeʃ/', '/namɔːjiʃ/']"
नुसख़ा,نسخه,"['/nʊs.kʰɑː/', '/nʊs.xɑː/']","['/nusxa/', '/nʊsxa/', '/nosxe/', '/nusxa/']"
नेकी,نیکی,['/neː.kiː/'],[]
नेस्तनाबूद,نیست و نابود,['/neːs.t̪ə.nɑː.buːd̪/'],[]
नौकर,نوکر,['/nɔː.kəɾ/'],"['/nawkar/', '/næʊˈkæɾ/']"
नौकरानी,نوکر,[],"['/nawkar/', '/næʊˈkæɾ/']"
नौकरी,نوکری,[],[]
नौबत,نوبت,['/nɔː.bət̪/'],['/nɔː.bət̪/']
पंजा,پنجه,['/pən.d͡ʒɑː/'],"['/pand͡ʒa/', '/pand͡ʒa/', '/pænd͡ʒe/', '/pand͡ʒa/']"
पनाह,پناه,['/pə.nɑːɦ/'],[]
पनाहगाह,پناهگاه,['/pə.nɑːɦ.ɡɑːɦ/'],"['/panɑːhɡɑːh/', '/panɒːhɡɒːh/', '/pænɒːhɡɒːh/', '/panɔːhɡɔːh/']"
पनीर,پنیر,['/pə.niːɾ/'],"['/paniːɾ/', '/paniːɾ/', '/pæniːɾ/', '/paniɾ/']"
पयाम,پیام,['/pə.jɑːm/'],[]
पर,پر,['/pəɾ/'],"['/puɾ/', '/pʊɾ/', '/poɾ/', '/puɾ/', '/pæɾ/', '/pəɾ/', '/pəɾ/']"
परंदा,پرنده,['/pə.ɾən.d̪ɑː/'],"['/paɾanda/', '/paɾanda/', '/pæɾænde/', '/paɾanda/']"
परगना,پرگنه,['/pəɾ.ɡə.nɑː/'],[]
परचम,پرچم,['/pəɾ.t͡ʃəm/'],"['/paɾt͡ʃam/', '/paɾt͡ʃam/', '/pæɾt͡ʃæm/', '/paɾt͡ʃam/', '/pəɾ.t͡ʃəm/']"
परवरदिगार,پروردگار,[],[]
परवरिश,پرورش,['/pəɾ.ʋə.ɾɪʃ/'],"['/paɾwaɾiʃ/', '/paɾwaɾɪʃ/', '/pæɾvæɾeʃ/', '/paɾvaɾiʃ/']"
परवाज़,پرواز,"['/pəɾ.ʋɑːd͡ʒ/', '/pəɾ.ʋɑːz/']","['/paɾwɑːz/', '/paɾwɒːz/', '/pæɾvɒːz/', '/paɾvɔːz/']"
परवानगी,پروانگی,['/pəɾ.ʋɑːn.ɡiː/'],[]
परवाना,پروانه,['/pəɾ.ʋɑː.nɑː/'],[]
परवाह,پرواه,['/pəɾ.ʋɑːɦ/'],[]
परिंदा,پرنده,['/pə.ɾɪn.d̪ɑː/'],"['/paɾanda/', '/paɾanda/', '/pæɾænde/', '/paɾanda/']"
परी,پری,['/pə.ɾiː/'],"['/paɾiː/', '/paɾiː/', '/pæɾiː/', '/paɾiː/', '/pə.ɾiː/']"
परेशान,پریشان,[],"['/paɾeːʃɑːn/', '/paɾeːʃɒːn/', '/pæɾiːʃɒːn/', '/paɾeʃɔːn/']"
पर्दा,پرده,[],[]
पलक,پلک,['/pə.lək/'],[]
पलीता,پلیته,['/pə.liː.t̪ɑː/'],[]
पश्मीना,پشمینه,['/pəʃ.miː.nɑː/'],[]
पसंदीदा,پسندیده,['/pə.sən.d̪iː.d̪ɑː/'],[]
पहरा,پهره,['/pəɦ.ɾɑː/'],[]
पहरेदार,پهره دار,['/pəɦ.ɾeː.d̪ɑːɾ/'],[]
पहल,پهلو,['/pə.ɦəl/'],[]
पहलू,پهلو,['/pəɦ.luː/'],[]
पाजामा,پايجامه / پاجامه,['/pɑː.d͡ʒɑː.mɑː/'],[]
पापा,پاپا,"['/pɑː.pɑː/', '/pɑː.pɑː/', '/ˈpɑː.pɑː/']",[]
पाबंद,پابند,['/pɑː.bənd̪/'],[]
पायदान,پایدان,['/pɑːj.d̪ɑːn/'],[]
पारचा,پارچه,[],[]
पाश,پاشیدن,"['/pɑːʃ/', '/pɑ́ː.ɕɐ/', '/ˈpɑː.ɕɐ/', '/ˈpɑː.ɕɐ/']","['/pɑːʃiːdan/', '/pɒːʃiːdan/', '/pɒːʃiːdæn/', '/pɔːʃidan/']"
पाशा,پاشا,['/pɑː.ʃɑː/'],[]
पिदर,پدر,['/pɪ.d̪əɾ/'],"['/pidaɾ/', '/pɪdaɾ/', '/pedæɾ/', '/pidaɾ/', '/peˈdeɾ/']"
पीरू,پیل مرغ,['/piː.ɾuː/'],[]
पुख़्ता,پخته,"['/pʊkʰ.t̪ɑː/', '/pʊx.t̪ɑː/']",[]
पुदीना,پودنه,[],"['/puːdina/', '/puːdɪna/', '/puːdene/', '/pudina/']"
पुरज़ा,پرزه,"['/pʊɾ.d͡ʒɑː/', '/pʊɾ.zɑː/']",[]
पुल,پل,"['/pʊl/', '/pu.lɐ/', '/ˈpu.l̪ɐ/']","['/pul/', '/pʊl/', '/pol/', '/pul/']"
पेच,پیچ,['/peːt͡ʃ/'],"['/peːt͡ʃ/', '/peːt͡ʃ/', '/piːt͡ʃ/', '/pet͡ʃ/']"
पेचकस,پیچ کش,['/peːt͡ʃ.kəs/'],[]
पेचीदा,پیچیده,['/peː.t͡ʃiː.d̪ɑː/'],[]
पेश,پیش,['/peːʃ/'],"['/peːʃ/', '/peːʃ/', '/piːʃ/', '/peʃ/']"
पेशगी,پیشگی,['/peːʃ.ɡiː/'],[]
पेशा,پیشه,['/peː.ʃɑː/'],"['/peːʃa/', '/peːʃa/', '/piːʃe/', '/peʃa/']"
पैकार,پای‌کار,['/pɛː.kɑːɾ/'],[]
पैग़ाम,پیغام,"['/pɛː.ɡɑːm/', '/pɛː.ɣɑːm/']",[]
पैदाइश,پیدایش,['/pɛː.d̪ɑː.ɪʃ/'],[]
पैदाइशी,पैदाइश,['/pɛː.d̪ɑː.ɪ.ʃiː/'],['/pɛː.d̪ɑː.ɪʃ/']
पैदावार,پیداوار,['/pɛː.d̪ɑː.ʋɑːɾ/'],[]
पैमाना,پیمانه,['/pɛː.mɑː.nɑː/'],[]
प्याज़,پیاز,"['/pjɑːd͡ʒ/', '/pjɑːz/']",['/pɪ.jɑːz/']
प्यादा,پیاده,['/pjɑː.d̪ɑː/'],"['/pijɑːda/', '/pijɒːda/', '/pijɒːde/', '/pijɔːda/']"
फ़क़त,فقط,"['/pʰə.kət̪/', '/fə.qət̪/']","['/faqat/', '/faqat/', '/fæɢæt/', '/faqat/']"
फ़तह,فتح,"['/pʰə.t̪əɦ/', '/fə.t̪əɦ/']","['/fa.ta.ħa/', '/fatħ/', '/fa.taħ/']"
फ़रमान,فرمان,"['/pʰəɾ.mɑːn/', '/fəɾ.mɑːn/']","['/faɾmɑːn/', '/faɾmɒːn/', '/fæɾmɒːn/', '/faɾmɔːn/']"
फ़रात,فرات,"['/pʰə.ɾɑːt̪/', '/fə.ɾɑːt̪/']",[]
फ़रार,فرار,"['/pʰə.ɾɑːɾ/', '/fə.ɾɑːɾ/']",[]
फ़रिश्ता,فرشته,"['/pʰə.ɾɪʃ.t̪ɑː/', '/fə.ɾɪʃ.t̪ɑː/']","['/faɾiʃta/', '/faɾɪʃta/', '/fæɾeʃte/', '/faɾiʃta/']"
फ़रेब,فریب,"['/pʰə.ɾeːb/', '/fə.ɾeːb/']","['/faɾeːb~fiɾeːb/', '/faɾeːb~fɪɾeːb/', '/fæɾiːb~feɾiːb/', '/faɾeb~fiɾeb/']"
फ़रोश,فروش,"['/pʰə.ɾoːʃ/', '/fə.ɾoːʃ/']","['/fuɾoːʃ/', '/fʊɾoːʃ/', '/foɾuːʃ/', '/fuɾɵːʃ/']"
फ़र्क़,فَرق,"['/pʰəɾk/', '/fəɾq/']","['/fa.ra.qa/', '/fa.ra.qa/', '/fa.ri.qa/', '/far.ra.qa/', '/farq/', '/fa.raq/', '/fi.raq/', '/faɾq/', '/faɾq/', '/fæɾɢ/', '/faɾq/', '/fa.raʔ/', '/fa.raɡ/', '/far.raʔ/', '/far.raɡ/']"
फ़र्ज़,فرض,[],['/fa.radˤ/']
फ़र्ज़ंद,فرزند,"['/pʰəɾ.d͡ʒənd̪/', '/fəɾ.zənd̪/']",[]
फ़र्ज़ी,فرضی,"['/pʰəɾ.d͡ʒiː/', '/fəɾ.ziː/']",['/fəɾ.ziː/']
फ़र्श,فرش,"['/pʰəɾʃ/', '/fəɾʃ/']","['/far.raʃ/', '/fa.raʃ/']"
फ़लक,فلک,"['/pʰə.lək/', '/fə.lək/']",['/fə.lək/']
फ़व्वारा,فواره,"['/pʰəʋ.ʋɑː.ɾɑː/', '/fəʋ.ʋɑː.ɾɑː/']",[]
फ़साना,فسانه,"['/pʰə.sɑː.nɑː/', '/fə.sɑː.nɑː/']",[]
फ़ाख़्ता,فاخته,"['/pʰɑːkʰ.t̪ɑː/', '/fɑːx.t̪ɑː/']",[]
फ़ानी,فانی,"['/pʰɑː.niː/', '/fɑː.niː/']","['/fɑːniː/', '/fɒːniː/', '/fɒːniː/', '/fɔːniː/', '/fɑː.niː/']"
फ़ायदा,فائده,"['/pʰɑːj.d̪ɑː/', '/fɑːj.d̪ɑː/']",['/fɒːʔeˈde/']
फ़ारसी,فارسی,"['/pʰɑːɾ.siː/', '/fɑːɾ.siː/']","['/fɑːɾsiː/', '/fɒːɾsiː/', '/fɒːɾsiː/', '/fɔːɾsiː/', '/fɑːɾ.siː/']"
फ़ारिग़,فارغ,"['/pʰɑː.ɾɪɡ/', '/fɑː.ɾɪɣ/']","['/faː.riɣ/', '/fɑːɾiɣ/', '/fɒːɾɪɣ/', '/fɒːɾeɢ/', '/fɔːɾiɣ/']"
फ़ाश,فاش,"['/pʰɑːʃ/', '/fɑːʃ/']",[]
फ़ास,فاس,[],"['/faːs/', '/fɑːs/', '/fɒːs/', '/fɒːs/', '/fɔːs/']"
फ़िक्र,فکر,"['/pʰɪk.ɾᵊ/', '/fɪk.ɾᵊ/']","['/fikɾ/', '/fɪkɾ/', '/fekɾ/', '/fikɾ/', '/fek/', '/fɪkɾ/']"
फ़ितरत,فطرت,"['/pʰɪt̪.ɾət̪/', '/fɪt̪.ɾət̪/']",['/fɪt̪.ɾət̪/']
फ़िरंगी,فرنگی,"['/pʰɪ.ɾəŋ.ɡiː/', '/fɪ.ɾəŋ.ɡiː/']",[]
फ़ीसद,فی صد,"['/pʰiː.səd̪/', '/fiː.səd̪/']",[]
फ़ुर्सत,فرصت,"['/pʰʊɾ.sət̪/', '/fʊɾ.sət̪/']",[]
फ़ेहरिस्त,فهرست,"['/pʰeːɦ.ɾɪst̪/', '/feːɦ.ɾɪst̪/']","['/fihɾist/', '/fɪhɾɪst/', '/fehɾest/', '/fehɾist/']"
फ़ैसला,فیصله,[],[]
फ़ौज,فوج,"['/pʰɔːd͡ʒ/', '/fɔːd͡ʒ/']","['/fawd͡ʒ/', '/ʔaf.waːd͡ʒ/', '/fawd͡ʒ/', '/fawd͡ʒ/', '/fowd͡ʒ/', '/favd͡ʒ/', '/fɔːd͡ʒ/']"
फ़ौरन,فوراً,"['/pʰɔː.ɾən/', '/fɔː.ɾən/']","['/faw.ran/', '/fɔː.ɾən/']"
फ़ौलाद,فولاد,[],"['/foːlɑːd/', '/foːlɒːd/', '/fuːlɒːd/', '/fɵːlɔːd/']"
ब-,با,[],['/bɒː/']
बंद,بند,['/bənd̪/'],"['/band/', '/bənd̪/']"
बंदगी,بندگی,['/bən.d̪ə.ɡiː/'],[]
बंदर,بندر,['/bən.d̪əɾ/'],"['/ban.dar/', '/bandaɾ/', '/bandaɾ/', '/bændæɾ/', '/bandaɾ/', '/bən.d̪əɾ/']"
बंदरगाह,بندرگاه,['/bən.d̪əɾ.ɡɑːɦ/'],[]
बंदा,بنده,['/bən.d̪ɑː/'],['/ban.ˈd̪a/']
बंदी,بندی,['/bən.d̪iː/'],[]
बंदोबस्त,بند و بست,[],[]
बक्कम,بکم,['/bək.kəm/'],"['/bək.kəm/', '/bʊkm/']"
बख़ील,بخیل,"['/bə.kʰiːl/', '/bə.xiːl/']",[]
बख़्त,بخت,"['/bəkʰt̪/', '/bəxt̪/']","['/buxt/', '/baxt/']"
बख़्शिश,بخشش,"['/bəkʰ.ʃɪʃ/', '/bəx.ʃɪʃ/']","['/baxʃiʃ/', '/baxʃɪʃ/', '/bæxʃeʃ/', '/baxʃiʃ/']"
बग़दाद,بغداد,"['/bəɡ.d̪ɑːd̪/', '/bəɣ.d̪ɑːd̪/']","['/baɣ.daːd/', '/baɣdɑːd/', '/baɣdɒːd/', '/bæɢdɒːd/', '/baɣdɔːd/']"
बग़ल,زیر بغل,"['/bə.ɡəl/', '/bə.ɣəl/']",[]
बग़ावत,بغاوت,"['/bə.ɡɑː.ʋət̪/', '/bə.ɣɑː.ʋət̪/']",[]
